person_id,wiki_id,pages,ref,vol
i-Gb8kB2nAYEFskTfNSvnHpA,Q5786502,380,http://www.wikidata.org/entity/Q111443541,2
i-UM8fdU1UJVJ23DcbWqVD9z,Q5786712,405,http://www.wikidata.org/entity/Q110346241,4
i-RBwA6WtbjeTp4EH9rQG3me,Q5786847,310,http://www.wikidata.org/entity/Q110346241,1
i-JVJ2P4YwEvknLiK4HVpmhN,Q5789203,223,http://www.wikidata.org/entity/Q110346241,5
i-SrGKYCGrj78BberAVVVxbt,Q5789472,216,http://www.wikidata.org/entity/Q110346241,3
i-9wV4fcZuqie3Ynp8i4E2mo,Q5789545,380,http://www.wikidata.org/entity/Q110346241,2
i-MF5ApWTy8CpBuGJ4boiMNA,Q5792794,278,http://www.wikidata.org/entity/Q110346241,2
i-PffH64xVpJgNXHH6FhyRrj,Q5792849,231,http://www.wikidata.org/entity/Q110346241,4
i-JeT3TNn3qpHKFMTCG5Kv5M,Q5794206,157,http://www.wikidata.org/entity/Q110346241,2
i-UMAUxXB5h12rzDJduJ9eMT,Q5794559,351,http://www.wikidata.org/entity/Q110346241,5
i-34rT6BP1drc785SNXKKW3g,Q5797559,490,http://www.wikidata.org/entity/Q110346241,4
i-SypgN7C1SdELHJYN5APLye,Q5798361,372,http://www.wikidata.org/entity/Q110346241,1
i-DqaQcqe1tEL9ujA64kcwV7,Q5799181,54,http://www.wikidata.org/entity/Q110346241,3
i-NkimLMCqoAFthHer3924Cr,Q5801387,382,http://www.wikidata.org/entity/Q110346241,2
i-T33Na3brmtboXa1NjvckiT,Q5801406,95,http://www.wikidata.org/entity/Q110346241,4
i-M87tPv4oBZ1v745fULLazy,Q5802252,407,http://www.wikidata.org/entity/Q110346241,4
i-JHpaqU2z8URQR83kWF8zv4,Q5802585,159,http://www.wikidata.org/entity/Q111443541,2
i-8Vbj5BakGvEscM511biBt4,Q5804073,233,http://www.wikidata.org/entity/Q110346241,4
i-Rt2cYa1PGpEsyrfBsgSNgR,Q5805039,240,http://www.wikidata.org/entity/Q110346241,1
i-NLuwH3Vu8NmvN7zw5NReuH,Q5805045,324,http://www.wikidata.org/entity/Q110346241,4
i-6VhoHXmoZtB1W9iVJzu7SC,Q5809268,325,http://www.wikidata.org/entity/Q110346241,4
i-SHW87cHVMCQaaznoE9ZBmu,Q5809276,490,http://www.wikidata.org/entity/Q110346241,4
i-2aLsMrZn1hqtCu1i2qehWZ,Q5810003,234,http://www.wikidata.org/entity/Q110346241,4
i-DNH2CPqEwAU8mq3JqcTNrc,Q5810812,214,http://www.wikidata.org/entity/Q111443541,2
i-MorbQLKLhBTgGvcS8hZ3kz,Q5811880,220,http://www.wikidata.org/entity/Q110346241,3
i-L1NSsf1GiTyxTmkwUCJpg8,Q5813816,339,http://www.wikidata.org/entity/Q110346241,2
i-VQEX6omQ2GJGHZjMBB2ywk,Q5816232,354,http://www.wikidata.org/entity/Q110346241,5
i-5p2ybbmS6YsadBtbXKCQz7,Q5816429,68,http://www.wikidata.org/entity/Q110346241,5
i-GGVHkL3axiWQcAg4pCpnM6,Q5816998,215,http://www.wikidata.org/entity/Q111443541,2
i-4KH7JrCsnZWys2GU5HuaYN,Q5817939,228,http://www.wikidata.org/entity/Q110346241,5
i-XjeBveco6xeCaeLB8tb5Mm,Q5818643,355,http://www.wikidata.org/entity/Q110346241,5
i-35UuBmVbY5NHVF9pkhut8B,Q5818682,98,http://www.wikidata.org/entity/Q110346241,4
i-WPYsj5FcCBkGfYE9xtHntv,Q5819094,136,http://www.wikidata.org/entity/Q110346241,5
i-SB9cdcgLsar9irxESH8KN5,Q5819424,355,http://www.wikidata.org/entity/Q110346241,5
i-NsteJNfJARKTSeyWkx5a3f,Q5820888,222,http://www.wikidata.org/entity/Q110346241,3
i-7JYAVk7sXiL1NiWBEfZYhv,Q5824491,241,http://www.wikidata.org/entity/Q110346241,1
i-3gRVUXbA8TTPGC6gXwtZPB,Q5826241,231,http://www.wikidata.org/entity/Q110346241,5
i-8HQWSdZzxcdKYvCum8MMJg,Q5853898,208,http://www.wikidata.org/entity/Q110346241,2
i-MzquDGFguVZAxA6qfXNJcc,Q5854947,335,http://www.wikidata.org/entity/Q110346241,2
i-3HJF6zzUs5UZcMmqFhWRsY,Q5877107,228,http://www.wikidata.org/entity/Q110346241,5
i-JoizCydABXkfAWV3ZbjCyU,Q5879652,237,http://www.wikidata.org/entity/Q110346241,4
i-FyQvnzPg7M8nwrDTgLDVwB,Q5881042,281,http://www.wikidata.org/entity/Q110346241,2
i-6t6fBsnSLDDYheGU7oMCgF,Q5881301,160,http://www.wikidata.org/entity/Q111443541,2
i-BQSn1kKDYkBawniKGBqERh,Q5882474,125,http://www.wikidata.org/entity/Q110346241,3
i-E9wRrmWzHKZve8zXnpQf1w,Q5885281,161,http://www.wikidata.org/entity/Q110346241,2
i-DeKzv6NmJK9sL4zKkMd4cA,Q5885438,283,http://www.wikidata.org/entity/Q110346241,2
i-YZTaRssCcxtXi1ik1a2svZ,Q5891720,144,http://www.wikidata.org/entity/Q110346241,5
i-XKHbL4bkXwE12WE1BHAVR5,Q5891733,144,http://www.wikidata.org/entity/Q110346241,5
i-CefVg4hZQCLumkjC463hGu,Q5893034,317,http://www.wikidata.org/entity/Q111443541,1
i-PC4oT2tyKyYJuQaJQzYYce,Q5895729,242,http://www.wikidata.org/entity/Q110346241,4
i-BtvLLTdEWsPLoULTnmNQvo,Q5896085,331,http://www.wikidata.org/entity/Q110346241,4
i-2sXH8re5NKjPFTXLjjke7b,Q5897523,287,http://www.wikidata.org/entity/Q111443541,2
i-KX9uEBAiFPuwdcB3B9ZMy4,Q5901347,441,http://www.wikidata.org/entity/Q110346241,1
i-KvvSUXpQB6XXAvDKS5scf5,Q5910313,121,http://www.wikidata.org/entity/Q110346241,1
i-RuUYnTisfnXPDL3JaSvEKP,Q5912185,84,http://www.wikidata.org/entity/Q111443541,2
i-S4kasToGSRSM127wSwwPYq,Q5912318,219,http://www.wikidata.org/entity/Q110346241,2
i-Akp6TAGeiXLBcodZf8itDp,Q5914280,85,http://www.wikidata.org/entity/Q110346241,2
i-Vmzwz2CeXhKe21YDqhMFjV,Q5916422,106,http://www.wikidata.org/entity/Q110346241,4
i-MUyEorK3Jrs76puMnBfwJQ,Q5916602,60,http://www.wikidata.org/entity/Q110346241,3
i-KMNhDimDdFZa9YsdoMSHgX,Q5916741,227,http://www.wikidata.org/entity/Q110346241,3
i-RFayvidMxuNczAd1Kjormd,Q5919954,219,http://www.wikidata.org/entity/Q110346241,2
i-GH7iZ7NVaSqEDS8WQo1j8G,Q5920197,219,http://www.wikidata.org/entity/Q111443541,2
i-Px3WVL6zJREJFG8V5EGa8e,Q5923879,228,http://www.wikidata.org/entity/Q110346241,3
i-DszPJjXoFJthb83JZ9Pvm1,Q5924572,228,http://www.wikidata.org/entity/Q110346241,3
i-WRRY32ow2FiKqYAoHEc5z9,Q5927249,333,http://www.wikidata.org/entity/Q110346241,4
i-RzMePJ7im9XryX65TWnSqx,Q5930787,109,http://www.wikidata.org/entity/Q110346241,4
i-SFcDzAQUiJhV8iyT7ZES7X,Q5930794,245,http://www.wikidata.org/entity/Q110346241,4
i-HiLh4CgUmPaDRYddeo7w7X,Q5930999,303,http://www.wikidata.org/entity/Q110346241,5
i-PDTzFYBnpYVceoHa4kDdpX,Q5931113,86,http://www.wikidata.org/entity/Q110346241,2
i-A7oyGrcQCHCGYURTKKXFvN,Q5931206,340,http://www.wikidata.org/entity/Q110346241,2
i-drdSNFcqKvXbTQFJGErbQ,Q5933728,147,http://www.wikidata.org/entity/Q110346241,5
i-SScdx6kmSkDb5sMoK5F2We,Q5934034,246,http://www.wikidata.org/entity/Q110346241,4
i-MdgDbxaSHzSMQQ8AAVHEhD,Q5936778,246,http://www.wikidata.org/entity/Q110346241,4
i-L8u3czfEt1XHP3agqejpkA,Q5937144,247,http://www.wikidata.org/entity/Q110346241,4
i-JB6ngC1UAgsDsNHH6ZY1xE,Q5937483,246,http://www.wikidata.org/entity/Q110346241,1
i-3oxHos89DLWxgit8emnuRm,Q5937584,5,http://www.wikidata.org/entity/Q110346241,148
i-XxqByKdzBzhYNpGXoPLHa7,Q5937861,416,http://www.wikidata.org/entity/Q110346241,4
i-LqAFEW7ec8s3xEM1Kstnpx,Q5938418,305,http://www.wikidata.org/entity/Q110346241,5
i-T46we9HrmDZ6vgL7r3swGe,Q5940236,418,http://www.wikidata.org/entity/Q110346241,4
i-K6AmZyQ7Y6qqLisLLmRzcK,Q5940973,73,http://www.wikidata.org/entity/Q110346241,5
i-RQzn6FfBYeU4hCsGESYeBd,Q5943976,111,http://www.wikidata.org/entity/Q110346241,4
i-4Uo4EryWTQxf3KXJ14sWmy,Q5944901,74,http://www.wikidata.org/entity/Q110346241,5
i-Piwy72vNJY53yvWCV58pCX,Q5944910,341,http://www.wikidata.org/entity/Q110346241,2
i-ToAVEvauML3yGimoMtwivk,Q5944957,112,http://www.wikidata.org/entity/Q110346241,4
i-SfiURaPHeMX8krVz378cGg,Q5945036,130,http://www.wikidata.org/entity/Q110346241,1
i-Hb3eRR7Db6btbbXkWs3WtJ,Q5945889,167,http://www.wikidata.org/entity/Q111443541,2
i-PqmcVRtJmAcDnyfsoss1EQ,Q5946416,90,http://www.wikidata.org/entity/Q111443541,2
i-QBjkRXffo6FL6g3xjwpmTy,Q5948996,74,http://www.wikidata.org/entity/Q110346241,5
i-VQhNrVCrzk1PveUhY2rpJZ,Q5949042,380,http://www.wikidata.org/entity/Q110346241,1
i-R4ENMwmvNi5BfMc91wD7R2,Q5949145,250,http://www.wikidata.org/entity/Q110346241,4
i-NqsVYK7WE522ZKgDBho7e1,Q5949534,418,http://www.wikidata.org/entity/Q110346241,4
i-HNH9ngQnSgt5v7CjTBvhTP,Q5951895,418,http://www.wikidata.org/entity/Q110346241,4
i-6VvDD13ReiCtCHmeG9MmeP,Q5952182,250,http://www.wikidata.org/entity/Q110346241,4
i-4dpPiR5vPaudMdw81CyiYW,Q5953262,64,http://www.wikidata.org/entity/Q110346241,3
i-43j43LtAQNKia3Gu9XBB4R,Q5953741,442,http://www.wikidata.org/entity/Q111443541,1
i-7f8sxDeLWjdsC2LNnCjUUf,Q5954075,131,http://www.wikidata.org/entity/Q111443541,1
i-9NFp9L9xoNGpV3XBh2fHox,Q5954854,250,http://www.wikidata.org/entity/Q110346241,4
i-Gp9nQSiXNrc7A3997smM82,Q5955357,443,http://www.wikidata.org/entity/Q110346241,1
i-HEaiAtuCoZP4zvRQQyuhM7,Q5955465,132,http://www.wikidata.org/entity/Q110346241,1
i-XA2tyHZmBsTnGazY5vZdDM,Q5955732,319,http://www.wikidata.org/entity/Q110346241,1
i-Xsbbf81LQtJ9pGyMEcsq1p,Q5956075,290,http://www.wikidata.org/entity/Q111443541,2
i-JJKjFJT5rvpHsRCzaNcjfQ,Q5958215,249,http://www.wikidata.org/entity/Q111443541,1
i-qevuZtMda2tzp6ug1HfJt,Q5959401,117,http://www.wikidata.org/entity/Q110346241,4
i-T7LZjxwtDMK7XwZHieRaQ1,Q5960306,336,http://www.wikidata.org/entity/Q110346241,4
i-TdDp8Rr8zkiE5zKKR8Ty37,Q5961188,290,http://www.wikidata.org/entity/Q111443541,2
i-DnBfdRUButhiwSk9JDWDo1,Q5961209,291,http://www.wikidata.org/entity/Q110346241,2
i-Bnz3CtyDuUKaUuyY26aPwP,Q5964342,139,http://www.wikidata.org/entity/Q110346241,1
i-JsMGgKRdiocBvci9MYAm2D,Q5965896,363,http://www.wikidata.org/entity/Q110346241,5
i-PJKBXfXpHaDpDM6hf92QnW,Q5965982,391,http://www.wikidata.org/entity/Q110346241,2
i-5Sm9KsTL7p2KPtJAui3Tdw,Q5966083,382,http://www.wikidata.org/entity/Q110346241,1
i-6K2jfM5okQVrDKwTTmVJmE,Q5966438,119,http://www.wikidata.org/entity/Q110346241,4
i-6QDkBniWn1m3pQEsyzfMZn,Q5967563,338,http://www.wikidata.org/entity/Q110346241,4
i-4FaitWidE8GcDx6wUn2oTX,Q5967728,426,http://www.wikidata.org/entity/Q110346241,5
i-XbCfjEe1cVnqY8xTgupHmE,Q5967755,420,http://www.wikidata.org/entity/Q110346241,4
i-AyQ5VXLb2o7kpqffdoV4Wu,Q5969231,255,http://www.wikidata.org/entity/Q110346241,4
i-LxPwCt4XLu9mfK6uoas4iP,Q5969355,323,http://www.wikidata.org/entity/Q110346241,1
i-PL6DQFxiGGxEadNJfLPFxL,Q5969775,92,http://www.wikidata.org/entity/Q110346241,2
i-RdYE6KVYFYvYSD6eDEHsCg,Q5971704,223,http://www.wikidata.org/entity/Q111443541,2
i-M7fdd5LkDobtPBqGTJagqd,Q5972170,339,http://www.wikidata.org/entity/Q110346241,4
i-CMr6GHE5oX3sRg9ewp17rH,Q5972541,241,http://www.wikidata.org/entity/Q110346241,5
i-3EUWtiFaSbYYtaTDEAR9RS,Q5973654,241,http://www.wikidata.org/entity/Q110346241,5
i-RUdnmiAnhtuNBEkxXKeuGG,Q5974194,294,http://www.wikidata.org/entity/Q110346241,2
i-KS3F2HNRmD11zWjPtWJm9w,Q5974292,294,http://www.wikidata.org/entity/Q110346241,2
i-FvwiuqhHW4fmCrwxpGsft7,Q5976011,124,http://www.wikidata.org/entity/Q110346241,4
i-RSgoTUSmydhKfi8JD88Jsj,Q5976073,270,http://www.wikidata.org/entity/Q111443541,2
i-6KN8cphxMAw2x3hKhGmKrb,Q5976081,270,http://www.wikidata.org/entity/Q110346241,2
i-U3HsRyfngh8oXY3i9QSaL5,Q5977028,365,http://www.wikidata.org/entity/Q110346241,5
i-3QwyfkM9UveqvAVHUKwzFh,Q5977718,253,http://www.wikidata.org/entity/Q110346241,1
i-5ESpPxDNhscpjarVvwDtdm,Q5977741,323,http://www.wikidata.org/entity/Q110346241,1
i-KqJwAKB9Zu7Did2m3WE6Xq,Q5978004,254,http://www.wikidata.org/entity/Q110346241,1
i-627bzx6c3TaRC4yY9iGY37,Q5978032,422,http://www.wikidata.org/entity/Q110346241,4
i-44X8VeAkfjoQrkDMyn88kQ,Q5983292,134,http://www.wikidata.org/entity/Q110346241,3
i-6XRq5NMShPXgkNELyP1nWR,Q5983491,171,http://www.wikidata.org/entity/Q110346241,2
i-TXCGsP5J8DXNwzQrSLDjG,Q5985662,65,http://www.wikidata.org/entity/Q110346241,3
i-TzfMXAqa83AtmHgTB5ceQm,Q5996870,135,http://www.wikidata.org/entity/Q110346241,3
i-LEeKwsd6tsbERNPaLNN137,Q5997281,226,http://www.wikidata.org/entity/Q110346241,2
i-VdgjoEzDAA31nRqoPx884B,Q5999756,424,http://www.wikidata.org/entity/Q110346241,4
i-NL7diR4akXo8kPQqH1AYXQ,Q5999833,421,http://www.wikidata.org/entity/Q110346241,4
i-Wt96TFts1HXNfSeEZUmzN1,Q5999840,292,http://www.wikidata.org/entity/Q110346241,2
i-BwY2whLwKe1V2Hwha5xS55,Q6000258,66,http://www.wikidata.org/entity/Q110346241,3
i-XUtcA2AURHDtART3wk1Nx9,Q6001218,393,http://www.wikidata.org/entity/Q110346241,2
i-Gfg9k3ZcPGNY4ee6zKKXZz,Q6001655,92,http://www.wikidata.org/entity/Q110346241,2
i-Td2yJfZ5Qefi6A4TjBimJr,Q6001723,365,http://www.wikidata.org/entity/Q110346241,5
i-CrsQWgsxp8ZpRgZJubT4Xn,Q6004675,127,http://www.wikidata.org/entity/Q110346241,4
i-5wjtf1KoHSLyxqEjVVvxba,Q6009585,244,http://www.wikidata.org/entity/Q110346241,3
i-LHHf5Dcp9FaiuqPLG8CnM1,Q6010760,138,http://www.wikidata.org/entity/Q110346241,3
i-C8hXep4VfcFmj8MnNnxvJ6,Q6011317,247,http://www.wikidata.org/entity/Q110346241,3
i-9dSPCGCoE69Vw6g6QAmPNz,Q6011398,67,http://www.wikidata.org/entity/Q110346241,3
i-PJmVtwGprmr9bqrPcQP73J,Q6011403,139,http://www.wikidata.org/entity/Q110346241,3
i-AYNGXU3H8K1ywAMiw61q9Y,Q6011634,141,http://www.wikidata.org/entity/Q110346241,3
i-NTF6kePtiqx4iiQCnQQ4Xe,Q6012762,80,http://www.wikidata.org/entity/Q110346241,5
i-JG2iAvydYpJNXZVjZmWY2W,Q6012774,80,http://www.wikidata.org/entity/Q110346241,5
i-Ej7GqB6XDsmEuEtqUYcCNG,Q6014586,385,http://www.wikidata.org/entity/Q110346241,1
i-SrFNqYAeBNxo9vL3u7HVch,Q6014594,427,http://www.wikidata.org/entity/Q110346241,4
i-D3gZFbAoQxThi1vvRv3kca,Q6014609,427,http://www.wikidata.org/entity/Q110346241,4
i-XTgyVpAqWPjefgzQvGGcDr,Q6014618,68,http://www.wikidata.org/entity/Q110346241,3
i-FBVyR2c9ZXHBjh2ETNQb8U,Q6014635,129,http://www.wikidata.org/entity/Q110346241,4
i-4CHgViuCXDomCrd7L6f3iX,Q6015525,368,http://www.wikidata.org/entity/Q110346241,5
i-SzdiyKSunUgvLkKChTLAAH,Q6016802,130,http://www.wikidata.org/entity/Q110346241,4
i-EFSi2jUBxZRYjB1MJ7dVjA,Q6020295,369,http://www.wikidata.org/entity/Q110346241,5
i-ELsRRpWWTXoMip8x1t9rDT,Q6020589,153,http://www.wikidata.org/entity/Q110346241,1
i-NFdqatonfRsGCESVshuU5V,Q6020654,432,http://www.wikidata.org/entity/Q110346241,5
i-MEDNUE5YzqzWjdhnjNuXkY,Q6020789,68,http://www.wikidata.org/entity/Q110346241,3
i-JCxrVkvG5a5hpxXM8ceky7,Q6021068,244,http://www.wikidata.org/entity/Q110346241,5
i-Qd2kCBwtKZHR3iPgnHwScJ,Q6022436,173,http://www.wikidata.org/entity/Q110346241,2
i-3hLQHMGbrG6jmUWp9wEVyq,Q6023428,396,http://www.wikidata.org/entity/Q110346241,2
i-NiB95uYMKuEy1YLUw1VQTF,Q6023694,143,http://www.wikidata.org/entity/Q110346241,3
i-P26VDtEnoPyN655NnpmZ7H,Q6024736,397,http://www.wikidata.org/entity/Q111443541,2
i-23K7oBZqgsShoLKvyFSg9W,Q6025602,343,http://www.wikidata.org/entity/Q110346241,4
i-Mc6ZU6k7pPBL6uSsiFfayE,Q6026405,261,http://www.wikidata.org/entity/Q110346241,4
i-WP9xCizw73fm88iYaSnhyH,Q6026465,261,http://www.wikidata.org/entity/Q110346241,4
i-U4FA2v5wnx3QwGnwp78tj,Q6026501,94,http://www.wikidata.org/entity/Q110346241,2
i-P7TGK2n2dpWzSNyhKRBuZc,Q6026704,251,http://www.wikidata.org/entity/Q110346241,3
i-53uBPimisHRCQxutk9cbdp,Q6030845,174,http://www.wikidata.org/entity/Q110346241,2
i-HVG8yf9kNBC8p7xrMJWL3J,Q6030891,164,http://www.wikidata.org/entity/Q110346241,5
i-WryQL2LgJmMMwASMRy9cxP,Q6030905,263,http://www.wikidata.org/entity/Q110346241,4
i-7uuUnyJ3bq5XG4rgJmW78G,Q6032844,71,http://www.wikidata.org/entity/Q110346241,3
i-1WP7QkRyMb2CD9Uv6e3wC,Q6033160,260,http://www.wikidata.org/entity/Q110346241,1
i-VQbxrsVx9uAdAvTHPXPzK7,Q603365,78,http://www.wikidata.org/entity/Q110346241,2
i-8mtPnAbP2yaaHJEtfDSHJM,Q6034114,389,http://www.wikidata.org/entity/Q111443541,1
i-RSQWc1szic7Zoehs2zy19W,Q6039760,261,http://www.wikidata.org/entity/Q111443541,1
i-GFciWHN52vkEQDA21Ys29R,Q6039767,145,http://www.wikidata.org/entity/Q110346241,3
i-PymKQeTokkyDxxK7ZTfWuS,Q6041862,250,http://www.wikidata.org/entity/Q110346241,5
i-TFZQYjpx1wcSHA6fwttW17,Q6043167,230,http://www.wikidata.org/entity/Q110346241,2
i-PwbZFh51hsm5nW6hCSytb9,Q6043666,260,http://www.wikidata.org/entity/Q110346241,3
i-FeC3S4FAB2umGYonuK8yx9,Q6045007,72,http://www.wikidata.org/entity/Q110346241,3
i-Y9mg3sbUWHY6pDTZUpZ6sa,Q6045247,96,http://www.wikidata.org/entity/Q111443541,2
i-R97w3nuXuTMZKkdjArixv8,Q6045372,232,http://www.wikidata.org/entity/Q110346241,2
i-PdvRwv2CnUdaGgmLk1aVm8,Q6045442,264,http://www.wikidata.org/entity/Q110346241,4
i-66AVkMf87MGfMW1Z1GR2so,Q6045517,97,http://www.wikidata.org/entity/Q111443541,2
i-DrXSPzMYgVV6atUHfgBSF4,Q6045540,449,http://www.wikidata.org/entity/Q111443541,1
i-Wt3m1HejEKnwc8V2JP8jWA,Q6045804,166,http://www.wikidata.org/entity/Q110346241,5
i-H3CmSrsTRyA6EQMUTEk8D1,Q6046697,98,http://www.wikidata.org/entity/Q111443541,2
i-7xZiC6FLA6pkCy96DMokhV,Q6047015,232,http://www.wikidata.org/entity/Q111443541,2
i-GbcRcfJRZED5mcXb1FyEWF,Q6047275,88,http://www.wikidata.org/entity/Q110346241,5
i-PodqitSZdwBWKh12A7q1kG,Q6047693,162,http://www.wikidata.org/entity/Q110346241,1
i-RjULjPVLNUgXgWZm26dS24,Q6051420,262,http://www.wikidata.org/entity/Q110346241,3
i-SFnDgZN85K32PbG66Rq2SS,Q6051464,148,http://www.wikidata.org/entity/Q110346241,3
i-GaFe2NPmaDWiYp9rPVYfGL,Q6054523,233,http://www.wikidata.org/entity/Q110346241,2
i-3KTrvYeUfwgpZ5rnmnx64a,Q6054616,451,http://www.wikidata.org/entity/Q111443541,1
i-3MpAwjWDid9XkrwtsazNoj,Q6056573,178,http://www.wikidata.org/entity/Q110346241,2
i-6gHwwyb1BUBjy6CYxgXY8W,Q6060104,304,http://www.wikidata.org/entity/Q110346241,2
i-EyuGmrupfCbCjnEH6T6dVd,Q6060127,304,http://www.wikidata.org/entity/Q110346241,2
i-3U9RnYcSyZvRj3JXwbjv5k,Q6062302,265,http://www.wikidata.org/entity/Q110346241,3
i-FUHcN4Y2HY7c5xfzgU4XMe,Q6063599,74,http://www.wikidata.org/entity/Q110346241,3
i-VyMhyUWbr9DnwpFmKXqKQb,Q6066432,168,http://www.wikidata.org/entity/Q110346241,5
i-PE82t2ZM1cXUFYh6s7bmbx,Q6068280,346,http://www.wikidata.org/entity/Q110346241,4
i-W5NXhQQs9zARokZcLrbr7S,Q6068605,168,http://www.wikidata.org/entity/Q110346241,5
i-R6vAEWSu81sfemj28xck5a,Q6068634,169,http://www.wikidata.org/entity/Q110346241,5
i-8VMVm6rDXcdZ4KeTzeZfrG,Q6068925,101,http://www.wikidata.org/entity/Q111443541,2
i-4vrD7uUKECQ2mAmTWMcfVR,Q6068950,328,http://www.wikidata.org/entity/Q111443541,1
i-7WZCoVwVTaE6GTdTUNGtzh,Q6069770,434,http://www.wikidata.org/entity/Q110346241,4
i-83EAQ7QvN1Fc3DJqydUjBr,Q6070044,179,http://www.wikidata.org/entity/Q110346241,2
i-YAHRvJj7BpF7fdskwqEvTa,Q6070147,329,http://www.wikidata.org/entity/Q110346241,1
i-7wRDSRAh4fX54DqvWtAjgg,Q6071198,234,http://www.wikidata.org/entity/Q110346241,2
i-4DiKiQ99U3DPAVfKhwbpsu,Q6075255,509,http://www.wikidata.org/entity/Q110346241,4
i-FDE8vHVwQL5JtnfhZTNxMP,Q6075847,140,http://www.wikidata.org/entity/Q110346241,4
i-HrX19wSrHYwvP8xdgPDC2f,Q6078257,434,http://www.wikidata.org/entity/Q110346241,5
i-CSYUL6TKHTJUbrxfYUfcEk,Q6078640,250,http://www.wikidata.org/entity/Q110346241,5
i-9Bz6eD77dbibFG3TqSJZ4u,Q6078649,434,http://www.wikidata.org/entity/Q110346241,4
i-SeCPDgdz43GEvXP3XeMNuG,Q6079217,165,http://www.wikidata.org/entity/Q110346241,1
i-8pJuJ7cpFV75dB4vcHCzJA,Q6080191,435,http://www.wikidata.org/entity/Q110346241,4
i-JZ5BTa14FDY9xhd5dNGPEG,Q6080655,166,http://www.wikidata.org/entity/Q110346241,1
i-KTpiR3kryU8AxBjHyxgaho,Q6081130,89,http://www.wikidata.org/entity/Q110346241,5
i-5tVFbQPzDtJWJnDVSHz3TH,Q6082517,306,http://www.wikidata.org/entity/Q110346241,2
i-Vyi1Lt6SLq5SJ1WZgcsb7c,Q6083461,102,http://www.wikidata.org/entity/Q111443541,2
i-Vyi1Lt6SLq5SJ1WZgcsb7c,Q6083461,436,http://www.wikidata.org/entity/Q110346241,4
i-CXnh7E1eZgYvyPUwWW1W6h,Q6084424,435,http://www.wikidata.org/entity/Q110346241,5
i-UGGkuAbPr5c4Dj8X56ZhT2,Q6084460,266,http://www.wikidata.org/entity/Q110346241,4
i-KLpNihrAvuuXgVcL2JY7Ne,Q6084488,372,http://www.wikidata.org/entity/Q110346241,5
i-PYZRd6Mt7ggcbtN5k9MCQo,Q6085372,180,http://www.wikidata.org/entity/Q110346241,2
i-ARSF9aBhDAbqejYY3uDE6X,Q6085702,267,http://www.wikidata.org/entity/Q110346241,4
i-8cB9HzwUC3zBvWCxe32vRE,Q6086334,103,http://www.wikidata.org/entity/Q110346241,2
i-V6XeTmrd735FQL6AxrjTmc,Q6086648,348,http://www.wikidata.org/entity/Q110346241,4
i-FzbKV49jELSUZyaAAtAEsm,Q6086793,253,http://www.wikidata.org/entity/Q110346241,5
i-PsEE3VTZZXPnyW93HZcXyd,Q6088478,268,http://www.wikidata.org/entity/Q110346241,4
i-TEGAHLmzxudZmyJfcbFBM7,Q6090945,236,http://www.wikidata.org/entity/Q111443541,2
i-YE2QeSEUhXjrfJUDeHJ4w,Q6091986,268,http://www.wikidata.org/entity/Q110346241,4
i-T1HsKQRqdqJM3u8MkBZV3f,Q6093087,237,http://www.wikidata.org/entity/Q110346241,2
i-BBK91V3iny7XsSDQzrNv8o,Q6093220,436,http://www.wikidata.org/entity/Q110346241,5
i-X5EMCc1H6FYawMhSphYvEw,Q6093486,349,http://www.wikidata.org/entity/Q110346241,4
i-CBvEVpUTWYnAYiATHqHqj,Q6093946,400,http://www.wikidata.org/entity/Q110346241,2
i-9QdPzWQizWUzv1EJz5xBUH,Q6096470,453,http://www.wikidata.org/entity/Q111443541,1
i-NNhPzvjeHh32gPioNpR9c2,Q6140081,101,http://www.wikidata.org/entity/Q110346241,4
i-Pca4CVL4RjUwEPpt1RXYtv,Q6140724,331,http://www.wikidata.org/entity/Q110346241,4
i-AgGMZzru6dKoQKBAEAC9qQ,Q6149669,238,http://www.wikidata.org/entity/Q110346241,5
i-12Uee2egshc6uyv5Q4pcUM,Q6157121,79,http://www.wikidata.org/entity/Q110346241,5
i-4iVrZQ3DMuWFzzzGuRcBua,Q6157973,159,http://www.wikidata.org/entity/Q110346241,5
i-JtUfuJWavFh2EVRFXrJZTC,Q6158341,155,http://www.wikidata.org/entity/Q110346241,1
i-9mpjL7WndAk2vS1p76SEft,Q6161303,302,http://www.wikidata.org/entity/Q110346241,2
i-XR9Vp9V4Sxq1vZVV1e4d7K,Q6161425,162,http://www.wikidata.org/entity/Q111443541,1
i-QNz9Kdo9STo5KMqBdfTsFc,Q6162355,100,http://www.wikidata.org/entity/Q111443541,2
i-3MH73DLbrRLp6rCtZUN7xj,Q6166587,253,http://www.wikidata.org/entity/Q110346241,5
i-FRnebi6Me6RrLAQEkjSEQi,Q6168490,390,http://www.wikidata.org/entity/Q111443541,1
i-ABHqHPdDMU18oR56JBTLbP,Q6168498,147,http://www.wikidata.org/entity/Q110346241,4
i-99ornwsfDdeiuFqfTPvwWz,Q6169356,511,http://www.wikidata.org/entity/Q110346241,4
i-Xen7en5TVgx7rgukqPWy2e,Q6169616,103,http://www.wikidata.org/entity/Q111443541,2
i-L1psoxR2cK15WuVso4TtYJ,Q6169762,512,http://www.wikidata.org/entity/Q110346241,4
