person_id,wiki_id,pages,ref,vol
i-Xhc5fjdzqZYRf62RK1zz52,Q6170702,170,http://www.wikidata.org/entity/Q110346241,5
i-VVVbnVkWY9rNmKMwX3imz3,Q6171696,440,http://www.wikidata.org/entity/Q110346241,4
i-4DrTftKtK4bXmmTgW8zKju,Q6172122,254,http://www.wikidata.org/entity/Q110346241,5
i-FgPMLnSevim92vXDyJ4J7F,Q6172244,171,http://www.wikidata.org/entity/Q110346241,5
i-K9idtHRhn2uzrz4Vj88b5A,Q6172756,150,http://www.wikidata.org/entity/Q110346241,3
i-RLQdYFYib6TvKTg8hgkq5P,Q6175889,400,http://www.wikidata.org/entity/Q110346241,2
i-FaoUS6KQkC3yXJre1uVh4Z,Q6175938,265,http://www.wikidata.org/entity/Q110346241,1
i-7GcdbGVshxVxi1UJpygr3c,Q6177454,269,http://www.wikidata.org/entity/Q110346241,3
i-EN2Ltfa3VFVFqNbPXeanv,Q6178262,150,http://www.wikidata.org/entity/Q110346241,4
i-Varbgokz8AgbcMQAx6pehv,Q6178284,104,http://www.wikidata.org/entity/Q111443541,2
i-H5FKEeoF2BPfKFJdk5tVFa,Q6178389,183,http://www.wikidata.org/entity/Q110346241,2
i-XMH1uy2UiPxnFUVo56mQbp,Q6178395,183,http://www.wikidata.org/entity/Q110346241,2
i-A1DmMyDvHEJCw6gARxn6Ev,Q6178560,76,http://www.wikidata.org/entity/Q110346241,3
i-4oFnJqoRuFv6k4kHCER6KH,Q6178565,270,http://www.wikidata.org/entity/Q110346241,3
i-RZyVuQdrz7mYQtKANdckcL,Q6180045,76,http://www.wikidata.org/entity/Q110346241,3
i-D6eLXMZPfbqKQQaMooVp8h,Q6181761,273,http://www.wikidata.org/entity/Q110346241,3
i-ApUSkmTmSTvD6wvc5VeThD,Q6181976,77,http://www.wikidata.org/entity/Q110346241,3
i-4KxpbLfn7jxwiErJgbeRAu,Q6182556,153,http://www.wikidata.org/entity/Q110346241,4
i-D6aqZFLHgoGLzA4xpqmeuW,Q6184994,92,http://www.wikidata.org/entity/Q110346241,5
i-S2WHdpdf5rc2eHpQhXm7N2,Q6185047,312,http://www.wikidata.org/entity/Q110346241,5
i-RwPBopTzpg4A2p2sPdjgQ5,Q6186277,171,http://www.wikidata.org/entity/Q110346241,1
i-ALVd7VosM3XKaoWie25FK8,Q6186506,150,http://www.wikidata.org/entity/Q110346241,3
i-42nsZxAmXBPL61925LuncK,Q6188899,454,http://www.wikidata.org/entity/Q110346241,1
i-AGERzDgeCK5wHu4VB6sv87,Q6189790,154,http://www.wikidata.org/entity/Q110346241,4
i-DNAfxkqTemTE3xD2EYiqpa,Q6190864,401,http://www.wikidata.org/entity/Q110346241,2
i-VfVxciR7fpMAV1zzJMwG69,Q6190877,154,http://www.wikidata.org/entity/Q110346241,4
i-VfVxciR7fpMAV1zzJMwG69,Q6190877,454,http://www.wikidata.org/entity/Q111443541,1
i-CXFCZFq2nZauNUKatGNNgK,Q6191520,352,http://www.wikidata.org/entity/Q110346241,4
i-YKUZ529TLETsHHzN6nkEU2,Q6192954,268,http://www.wikidata.org/entity/Q110346241,1
i-WG3NcV4XQvNBGvUaLPwT5w,Q6193217,395,http://www.wikidata.org/entity/Q110346241,1
i-KTYUcLJdVsLQqqAu9vSsqL,Q6194416,186,http://www.wikidata.org/entity/Q110346241,2
i-2znEKaD4eMJ4P3uwZJCRrN,Q6195438,238,http://www.wikidata.org/entity/Q110346241,2
i-LU2PseUB6cegt9GsZXW6dy,Q6195850,94,http://www.wikidata.org/entity/Q110346241,5
i-6qHsERWocDMAqfBP8AYXES,Q6196107,77,http://www.wikidata.org/entity/Q110346241,3
i-JLDzN1HH3Hdr516dBpoq9x,Q6196196,514,http://www.wikidata.org/entity/Q110346241,4
i-GSjyw1eeZNrEr8Uk3Wy79K,Q6196285,269,http://www.wikidata.org/entity/Q111443541,1
i-XS7pPzaQWctPHpTUateSNr,Q6196603,441,http://www.wikidata.org/entity/Q110346241,5
i-SyUR1hcCs9SKm9Jd4RDsrB,Q6196655,442,http://www.wikidata.org/entity/Q110346241,4
i-2cpV6hJCWGQCKgBk3DdpjN,Q6198249,275,http://www.wikidata.org/entity/Q110346241,4
i-TnLNafCjX1sS3yQQ9x635t,Q6198784,311,http://www.wikidata.org/entity/Q110346241,2
i-HKim32bL65y6VoEJq4WaFg,Q6199804,110,http://www.wikidata.org/entity/Q110346241,2
i-GFuCMj1DZ5rjAYsGjF6uY8,Q6200318,402,http://www.wikidata.org/entity/Q110346241,2
i-8SgJr7Fh2wHvpiHuxKxnGo,Q6200348,152,http://www.wikidata.org/entity/Q110346241,3
i-R3YSipbwyZHfu9o884ZzWY,Q6201220,443,http://www.wikidata.org/entity/Q110346241,5
i-5yAk7ceGRtXiVEzmVLU8o3,Q6201330,354,http://www.wikidata.org/entity/Q110346241,4
i-Nj7HuGQ88mFpcSi8oRq6W7,Q6201926,175,http://www.wikidata.org/entity/Q110346241,5
i-PxBUnx5YsNh272jtXqTpma,Q6202293,178,http://www.wikidata.org/entity/Q110346241,1
i-NLt55Gvfwvazfzsd2tUdNF,Q6205904,312,http://www.wikidata.org/entity/Q110346241,2
i-NeK6yfK9UWR5UcJLNbhtMB,Q6206830,516,http://www.wikidata.org/entity/Q110346241,4
i-DgXsGKxHiy4HJ7kxaF3zW8,Q6208993,160,http://www.wikidata.org/entity/Q110346241,4
i-MMzKbCkihepBqSa2NpDrDE,Q6208999,161,http://www.wikidata.org/entity/Q110346241,4
i-4rUHY8kUMMGTLnNKHktA2E,Q6211896,261,http://www.wikidata.org/entity/Q110346241,5
i-96nBSnmqsaHst62vebU4eB,Q6213719,281,http://www.wikidata.org/entity/Q110346241,3
i-S7xhXttWmFR27Um1dWDJzh,Q6213725,281,http://www.wikidata.org/entity/Q110346241,3
i-5FU521gN8zSpeFz8GvYF6e,Q6213805,313,http://www.wikidata.org/entity/Q110346241,2
i-Fr4XrhPZzYuHPqPxEZNQXc,Q6214643,163,http://www.wikidata.org/entity/Q110346241,4
i-pangFQ8i6uLuFD8yKfkj7,Q6214748,282,http://www.wikidata.org/entity/Q110346241,3
i-JdNaSV4Ydav1Tknmim3WDs,Q6214979,459,http://www.wikidata.org/entity/Q110346241,1
i-XarQYuavFDHmkgFysBWesM,Q6215529,518,http://www.wikidata.org/entity/Q110346241,4
i-DophkK4FaHGap4dgehWsag,Q6215672,154,http://www.wikidata.org/entity/Q110346241,3
i-ACY8pQ3rqhZBZFNjZVeYJU,Q6215932,284,http://www.wikidata.org/entity/Q110346241,3
i-TG7FNMEqNgriHtpUnpX6DL,Q6216004,355,http://www.wikidata.org/entity/Q110346241,4
i-46FqegPkQdi5cifNVrkzJw,Q6216079,518,http://www.wikidata.org/entity/Q110346241,4
i-4fowtpNCx9PCJWBX7qJnyU,Q6216492,153,http://www.wikidata.org/entity/Q110346241,3
i-PXYNAanmb4rxrN5vpctctX,Q6217733,98,http://www.wikidata.org/entity/Q110346241,5
i-PBY6xTyev4UwnTAVK6VEAx,Q6218236,163,http://www.wikidata.org/entity/Q110346241,4
i-QnPwUMeUomdPsJFRydT9Gb,Q6218798,445,http://www.wikidata.org/entity/Q110346241,4
i-UHMkG3ScZLGLfbQuS9nry8,Q6219205,314,http://www.wikidata.org/entity/Q111443541,2
i-4pfhPSsHEdvXBv1ibDjcZW,Q6219889,278,http://www.wikidata.org/entity/Q110346241,4
i-DY4rh9MyNSEmq4sn42Vg5S,Q6225637,359,http://www.wikidata.org/entity/Q110346241,4
i-4NETTvMkGoue1E44edgmbR,Q6227277,402,http://www.wikidata.org/entity/Q110346241,1
i-MzbTf7mmhN8rbHKxerPa4n,Q6227559,118,http://www.wikidata.org/entity/Q110346241,2
i-SfeBzc1yg5q127ADMVhPJu,Q6228008,82,http://www.wikidata.org/entity/Q110346241,3
i-XzKN718sC7YCzfKgPU5yXN,Q6228302,177,http://www.wikidata.org/entity/Q110346241,5
i-J1D99nFVd4bpuauAGW36AE,Q6228311,278,http://www.wikidata.org/entity/Q110346241,4
i-6XgyTVWLcD33TVuaAEmYmb,Q6228340,314,http://www.wikidata.org/entity/Q110346241,5
i-LbWF2FQQUAj51jC8NsBrjo,Q6229360,279,http://www.wikidata.org/entity/Q110346241,4
i-CKB9zf1Fa9swzv75FZtCFn,Q6229559,347,http://www.wikidata.org/entity/Q110346241,2
i-U2s5QMwToNT7S33ddGUSKZ,Q6230047,447,http://www.wikidata.org/entity/Q110346241,4
i-RrnUpTUPZyqjaKCXa4Yr6Z,Q6230443,405,http://www.wikidata.org/entity/Q110346241,2
i-BMvvzzThcsBmaQw4xDgX15,Q6232255,448,http://www.wikidata.org/entity/Q110346241,4
i-TLSPKBnjbeXmcGaYHwU9T2,Q6233985,401,http://www.wikidata.org/entity/Q110346241,1
i-KZNTb9181HpqPsZkJVemar,Q6235195,401,http://www.wikidata.org/entity/Q110346241,1
i-UFp5wj75QCGQqxu6EKMEYp,Q6235736,276,http://www.wikidata.org/entity/Q111443541,1
i-2QkCpqzzWZjou1ViWLScYu,Q6236050,357,http://www.wikidata.org/entity/Q110346241,4
i-GPhiPJJyjMaN4MEFXFwkhM,Q6237369,338,http://www.wikidata.org/entity/Q110346241,1
i-FzRpmh8WLxVNu3HvPuDgvJ,Q6237483,358,http://www.wikidata.org/entity/Q110346241,4
i-SJ2MSJAfWzZWNHTdcfjRMr,Q6237552,168,http://www.wikidata.org/entity/Q110346241,4
i-VnpnD9LLy2eFTnmfGJ6qME,Q6238287,243,http://www.wikidata.org/entity/Q110346241,2
i-JrpoiPbQevPxkvsUeJ99H3,Q6240013,169,http://www.wikidata.org/entity/Q110346241,4
i-DaBwGZZ6ynJ11yQkgFkGpi,Q6240068,266,http://www.wikidata.org/entity/Q110346241,5
i-YbUb8tMKG4R5H57CaR77wg,Q6241030,449,http://www.wikidata.org/entity/Q110346241,4
i-63R9bnHmHwqhKTFCbcwW3r,Q6241544,450,http://www.wikidata.org/entity/Q110346241,4
i-3MvaWwGAEPFswCdnQqXjYX,Q6241615,174,http://www.wikidata.org/entity/Q110346241,4
i-9iEQVLNm6X7rUXvq9ydNgk,Q6241671,181,http://www.wikidata.org/entity/Q110346241,5
i-EGwQL87oCFw9QVorsYeDnJ,Q6243918,192,http://www.wikidata.org/entity/Q110346241,1
i-TCwnE27NUm8kYmKSTCsdvV,Q6245172,521,http://www.wikidata.org/entity/Q110346241,4
i-9XuHqsad9Y4ZuW7LJvmnDf,Q6245347,85,http://www.wikidata.org/entity/Q110346241,3
i-69vwQNqiBKFFohJrqCv8pG,Q6245359,289,http://www.wikidata.org/entity/Q110346241,3
i-SMYHdRiRnSUPrVxLTzkdSW,Q6245444,290,http://www.wikidata.org/entity/Q110346241,3
i-94a67izxUsoBkEgSVVeZQK,Q6246999,291,http://www.wikidata.org/entity/Q110346241,3
i-H8nf6XfDZ3vnaSoJc7JR5Q,Q6247175,156,http://www.wikidata.org/entity/Q110346241,3
i-bAkDtRbC4qwseLUQ1m5S3,Q6248172,267,http://www.wikidata.org/entity/Q110346241,5
i-F3n4JZh4qoiZP1uf3cHstr,Q6248294,380,http://www.wikidata.org/entity/Q110346241,5
i-EGQRPeKD3SD3zr2maYY9kb,Q6248361,461,http://www.wikidata.org/entity/Q111443541,1
i-Y7U8vdrdk3v5gE4R3hyuBh,Q6250579,282,http://www.wikidata.org/entity/Q110346241,4
i-8Jkb2CZ9EHEEwzcrYdMnLW,Q6255102,176,http://www.wikidata.org/entity/Q110346241,4
i-8t1d1pjJMRNbvfdj1Kusb7,Q6255141,522,http://www.wikidata.org/entity/Q110346241,4
i-uqabbii17ip4Yffh6AWwo,Q6255169,461,http://www.wikidata.org/entity/Q111443541,1
i-WVHfn5ms4sfg6o6CzXfKPv,Q6255508,292,http://www.wikidata.org/entity/Q110346241,3
i-9faG75S9uS5dwmJ9GTvda1,Q6256250,293,http://www.wikidata.org/entity/Q110346241,3
i-HsWStjVwaHz8xpf34iEcgY,Q6256634,280,http://www.wikidata.org/entity/Q111443541,1
i-Nfj8aaBEavMevGi2Ki9YJ9,Q6257423,452,http://www.wikidata.org/entity/Q110346241,4
i-6cD6WvTVt1zJkcc4t7MECm,Q6258079,121,http://www.wikidata.org/entity/Q110346241,2
i-SJDgeo7YycaCcy89m1LxY8,Q6258229,271,http://www.wikidata.org/entity/Q110346241,5
i-CiKCAULSzzNLisTT3igVjU,Q6331198,441,http://www.wikidata.org/entity/Q110346241,5
i-8avZhXpK1G1Vfd21TjUnQE,Q6331605,95,http://www.wikidata.org/entity/Q110346241,5
i-35xJbKo6VkrJQSnGvrd9Vj,Q727985,92,http://www.wikidata.org/entity/Q110346241,1
i-EJPrKn1TJ5XUBRL6LjpF78,Q93861211,259,http://www.wikidata.org/entity/Q110346241,2
i-9jmWzNfPHSQcWxQe8zYvPU,Q96097384,208,http://www.wikidata.org/entity/Q110346241,2
i-WvyEouPE8dhy8CskayBP8T,Q98393527,172,http://www.wikidata.org/entity/Q110346241,2
